"Story","Title","Result","Date","Stability","Duration (s)"
"As a business user","Verify that user is able to perform add and verification of the products into wish list and cart successfully","SUCCESS","2022-03-17T22:04:14.526813Z[Europe/London]","0.0","17.01"
